date,venue,raceNumber,exhibitionTime_1,exhibitionTime_2,exhibitionTime_3,exhibitionTime_4,exhibitionTime_5,exhibitionTime_6,exhibition_ST_1,exhibition_ST_2,exhibition_ST_3,exhibition_ST_4,exhibition_ST_5,exhibition_ST_6,exhibition_cource_1,exhibition_cource_2,exhibition_cource_3,exhibition_cource_4,exhibition_cource_5,exhibition_cource_6,flying_1,flying_2,flying_3,flying_4,flying_5,flying_6,late_1,late_2,late_3,late_4,late_5,late_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,temperature,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,water_temperature,wave_height,weather,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,wind_speed
2019-06-27,桐　生,1,6.77,6.84,6.91,6.80,6.77,6.78,.22,.22,.32,.15,.07,0.17,1,2,3,4,6,5.0,0,0,0,0,0,0.0,0,0,0,0,0,0,堂　原　　洋　史,上　村　　宏　太,田野邊　　秀　樹,杉　山　　貴　博,大　塚　　雅　治,寺　本　　昇　平,24.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,25.0,1,曇り,50.5,49.0,53.2,52.0,51.6,49.0,2
2019-06-27,戸　田,1,6.86,6.87,6.85,6.76,6.88,6.85,.07,.04,.01,.09,.06,0.06,1,4,2,3,5,6.0,1,1,1,0,0,0.0,0,0,0,0,0,0,織　田　　　　猛,浦　上　　拓　也,小　林　　基　樹,西　田　　　　靖,柴　田　　直　哉,松　本　　純　平,28.0,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,26.0,3,曇り,50.5,52.4,53.8,51.4,50.5,54.2,5
2019-06-27,平和島,1,6.91,6.86,6.83,6.88,6.84,6.84,.19,.27,.15,.01,.13,0.22,1,2,3,4,5,6.0,0,0,0,0,0,0.0,0,0,0,0,0,0,中　北　　　　涼,武　藤　　綾　子,谷　川　　里　江,門　間　　雄　大,菅　野　　はやか,西　舘　　果　里,27.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,24.0,10,雨,47.8,48.0,45.5,52.2,50.5,50.4,9
2019-06-27,　津　,1,6.76,6.81,6.85,6.80,6.86,6.75,.11,.21,.17,.18,.08,0.23,1,2,3,6,5,4.0,1,0,1,1,1,0.0,0,0,0,0,0,0,小　坂　　尚　哉,山　口　　隆　史,松　村　　康　太,宮　村　　勇　哉,西　舘　　　　健,西　尾　　亮　輔,25.0,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,26.0,1,雨,51.4,50.5,52.2,54.3,53.5,51.0,1
2019-06-27,びわこ,1,6.97,6.80,6.84,6.83,6.85,6.98,.19,.09,.20,.11,.27,0.17,1,2,3,4,5,6.0,0,0,0,0,0,0.0,0,0,0,0,0,0,木　村　　仁　紀,板　橋　　侑　我,上　條　　嘉　嗣,澤　崎　　雄　哉,高　田　　ひかる,梅　木　　敬　太,25.0,0.0,0.0,-0.5,-0.5,0.0,-0.5,26.0,1,雨,52.5,51.1,53.1,51.0,48.7,51.5,0
2019-06-27,鳴　門,1,6.81,6.74,6.76,6.86,6.77,6.79,.25,.22,.39,.19,.39,0.28,1,2,3,5,4,6.0,0,0,0,0,0,0.0,0,0,0,0,0,0,谷　野　　錬　志,宮　崎　　光　基,立　具　　敬　司,大　賀　　龍之介,笠　井　　広　幸,小　倉　　康　典,23.0,-0.5,0.0,0.0,-0.5,0.0,-0.5,23.0,2,雨,52.9,53.6,51.0,56.5,57.7,51.3,2
2019-06-27,丸　亀,1,7.08,7.02,7.04,6.91,6.95,6.97,.05,.23,.04,.09,.06,0.09,1,2,5,6,3,4.0,1,0,1,1,1,0.0,0,0,0,0,0,0,竹　田　　和　哉,江　頭　　賢　太,新　開　　　　航,新　田　　有　理,藤　原　　啓史朗,島　村　　隆　幸,26.0,-0.5,-0.5,0.0,0.0,-0.5,-0.5,21.0,2,曇り,53.5,52.0,51.0,46.0,51.0,50.5,2
2019-06-27,宮　島,1,6.94,6.89,6.95,6.94,6.88,6.79,.14,.06,.07,.16,.08,0.05,1,2,3,4,5,6.0,0,0,0,0,0,0.0,0,0,0,0,0,0,林　　　　祐　介,近　藤　　稔　也,金　子　　順　一,宇　土　　泰　就,泉　　　　啓　文,福　田　　慶　尚,26.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,22.0,3,曇り,53.3,53.6,53.2,53.9,59.1,51.8,3
2019-06-27,徳　山,1,7.15,7.08,7.12,7.12,7.06,7.08,.11,.09,.13,.18,.26,0.36,1,2,3,4,5,6.0,0,0,0,0,0,0.0,0,0,0,0,0,0,佐々木　　裕　美,西　　　　茂登子,笠　野　　友紀恵,野　田　　祥　子,中　田　　夕　貴,横　田　　悠　衣,23.0,0.0,-0.5,0.0,-0.5,-0.5,-0.5,23.0,3,曇り,47.0,48.0,49.2,47.4,47.0,44.0,3
2019-06-27,福　岡,1,7.02,7.07,7.13,7.03,7.10,7.12,.11,.02,.15,.01,.09,0.09,1,2,3,4,5,6.0,1,1,0,0,0,0.0,0,0,0,0,0,0,池　田　　明　美,野田部　　宏　子,古　賀　　千　晶,原　　　　加央理,稲　生　　夏　季,計　盛　　　　光,26.0,0.0,-0.5,-0.5,0.0,-0.5,-0.5,26.0,3,晴,53.7,51.3,47.1,46.5,51.1,47.0,2
2019-06-27,唐　津,1,6.79,6.78,6.81,6.81,6.85,6.81,.02,.11,.10,.11,.07,0.16,1,2,3,4,5,6.0,1,0,0,0,0,0.0,0,0,0,0,0,0,深　谷　　知　博,嶋　　　　義　信,牧　山　　敦　也,横　田　　貴　満,石　川　　　　諒,井　手　　良　太,27.0,0.0,0.0,-0.5,0.0,0.0,0.0,25.0,5,曇り,50.5,53.6,50.5,51.0,50.0,50.5,5
2019-06-27,桐　生,2,6.86,6.74,6.85,6.83,6.85,6.76,.08,.06,.04,.02,.05,0.17,1,2,5,3,6,4.0,0,1,1,0,1,0.0,0,0,0,0,0,0,堤　　　　健　一,岩　崎　　正　哉,加　藤　　裕　太,田　邉　　亮　蔵,津久井　　拓　也,下　田　　哲　也,27.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,25.0,1,雨,51.3,54.0,52.5,55.3,51.2,53.8,1
2019-06-27,戸　田,2,6.79,6.76,6.73,6.77,6.82,6.79,.02,.02,.14,.11,.09,0.11,1,2,3,4,5,6.0,1,0,0,1,0,0.0,0,0,0,0,0,0,入　澤　　友　治,土井内　　大　助,新　地　　雅　洋,黒　井　　達　矢,東　口　　　　晃,伊久間　　陽　優,29.0,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,28.0,1,曇り,51.3,53.1,49.0,51.0,51.8,50.5,3
2019-06-27,平和島,2,6.83,6.84,6.96,6.94,6.76,6.86,.08,.01,.03,.10,.13,0.15,1,2,3,4,6,5.0,0,0,0,0,0,0.0,0,0,0,0,0,0,本　部　　めぐみ,末　武　　里奈子,佐　藤　　大　佑,柳　澤　　千　春,上　田　　紗　奈,田　村　　美　和,27.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,24.0,3,曇り,47.0,47.0,52.2,46.5,46.5,52.0,6
2019-06-27,　津　,2,6.83,6.86,6.73,6.84,6.79,6.74,.07,.07,.05,.12,.09,0.12,1,2,3,4,5,6.0,0,0,0,0,0,0.0,0,0,0,0,0,0,藤　井　　　　理,赤　池　　修　平,照　屋　　厚　仁,竹　腰　　正　樹,戸　塚　　邦　好,西　原　　明　生,25.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,26.0,1,雨,59.5,51.0,50.5,51.0,51.4,53.7,1
2019-06-27,びわこ,2,6.80,6.76,6.87,6.93,6.83,6.8,.21,.06,.01,.15,.09,0.11,1,2,3,4,5,6.0,0,0,0,0,0,0.0,0,0,0,0,0,0,関　野　　　　文,西　川　　昌　希,松　本　　一　毅,馬　場　　　　剛,吉　田　　凌太朗,荒　井　　翔　伍,26.0,-0.5,-0.5,0.0,0.0,-0.5,0.0,26.0,1,曇り,44.5,52.7,50.5,49.5,50.5,52.2,1
2019-06-27,鳴　門,2,6.75,6.74,6.86,6.86,6.85,6.81,.16,.04,.00,.02,.04,0.07,1,2,3,4,5,6.0,0,1,0,0,1,0.0,0,0,0,0,0,0,渥　美　　卓　郎,川　北　　浩　貴,関　口　　智　久,尾　上　　雅　也,眞　田　　英　二,小　野　　勇　作,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7,雨,53.4,51.0,52.8,53.4,50.5,50.0,7
2019-06-27,丸　亀,2,6.87,6.95,6.89,6.94,6.96,6.99,.11,.05,.12,.06,.21,0.1,1,2,3,4,5,6.0,0,0,1,0,0,1.0,0,0,0,0,0,0,土　屋　　　　南,四　宮　　与　寛,中　田　　達　也,妻　鳥　　晋　也,柳　内　　敬　太,村　岡　　賢　人,28.0,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,21.0,4,曇り,47.0,51.0,51.0,54.0,51.3,51.0,4
2019-06-27,宮　島,2,6.75,6.77,6.71,6.81,6.79,6.78,.07,.28,.00,.05,.14,0.04,1,2,3,5,6,4.0,0,0,0,0,0,1.0,0,0,0,0,0,0,和　田　　敏　彦,桐　村　　翔　太,藤　井　　　　徹,山　口　　広　樹,井　川　　正　人,彦　坂　　真太郎,22.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,22.0,1,雨,50.5,50.0,51.2,53.9,51.0,52.3,0
2019-06-27,徳　山,2,7.11,7.06,7.10,7.12,7.12,7.13,.09,.15,.13,.15,.47,0.29,1,2,3,4,5,6.0,0,0,0,0,0,0.0,0,0,0,0,0,0,森　永　　　　隆,里　岡　　右　貴,濱　崎　　　　誠,長谷川　　雅　和,川　島　　圭　司,富　永　　大　一,23.0,-0.5,0.0,-0.5,0.0,-0.5,-0.5,23.0,6,雨,51.0,52.7,51.0,51.9,51.0,52.1,6
2019-06-27,福　岡,2,7.04,7.07,7.03,7.08,7.02,7.07,.28,.09,.15,.11,.22,0.34,1,2,3,6,4,5.0,0,0,0,0,0,0.0,0,0,0,0,0,0,入　船　　幸　子,細　川　　裕　子,土　屋　　実沙希,中　西　　裕　子,来　田　　衣　織,竹　井　　奈　美,31.0,-0.5,-0.5,-0.5,0.0,0.0,-0.5,26.0,4,晴,44.0,47.0,45.5,49.6,48.1,47.0,4
2019-06-27,唐　津,2,6.83,6.80,6.78,6.80,6.80,6.83,.03,.07,.01,.14,.08,0.01,1,2,3,4,5,6.0,0,0,0,0,0,0.0,0,0,0,0,0,0,井　上　　大　輔,佐々木　　和　伸,片　岡　　大　地,酒　見　　峻　介,須　藤　　隆　雄,天　野　　友　和,24.0,0.0,0.0,0.0,0.0,-0.5,-0.5,25.0,5,雨,51.0,54.3,51.0,51.0,52.9,53.2,5
2019-06-27,桐　生,3,6.90,6.87,6.81,6.80,6.83,6.86,.07,.11,.21,.18,.01,0.07,1,2,3,4,5,6.0,0,0,0,0,1,1.0,0,0,0,0,0,0,赤　峰　　和　也,岡　部　　　　哲,橋　本　　英　一,中　里　　英　夫,草　場　　康　幸,籾　山　　佳　岳,27.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,25.0,0,雨,51.4,51.6,52.6,51.2,51.0,51.0,0
2019-06-27,戸　田,3,6.85,6.72,6.77,6.78,6.86,6.82,.22,.09,.24,.44,.18,0.19,1,2,3,4,5,6.0,0,0,0,0,0,0.0,0,0,0,0,0,0,木　村　　浩　士,森　野　　正　弘,山　本　　浩　次,関　　　　　　道,三　好　　勇　人,待　鳥　　雄　紀,29.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,28.0,1,曇り,53.9,53.5,54.4,53.6,53.7,54.5,3
2019-06-27,平和島,3,6.93,6.92,6.91,6.84,6.87,6.88,.48,.15,.01,.01,.03,0.08,1,2,3,4,5,6.0,0,0,0,0,0,0.0,0,0,0,0,0,0,池　田　　浩　美,堀之内　　紀代子,飯　山　　　　泰,白　石　　佳　江,平　田　　さやか,内　田　　亜希子,27.0,-0.5,0.0,-0.5,-0.5,-0.5,0.0,24.0,5,曇り,52.4,46.0,50.5,46.0,49.5,50.4,6
