date,venue,raceNumber,exhibitionTime_1,exhibitionTime_2,exhibitionTime_3,exhibitionTime_4,exhibitionTime_5,exhibitionTime_6,exhibition_ST_1,exhibition_ST_2,exhibition_ST_3,exhibition_ST_4,exhibition_ST_5,exhibition_ST_6,exhibition_cource_1,exhibition_cource_2,exhibition_cource_3,exhibition_cource_4,exhibition_cource_5,exhibition_cource_6,flying_1,flying_2,flying_3,flying_4,flying_5,flying_6,late_1,late_2,late_3,late_4,late_5,late_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,temperature,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,water_temperature,wave_height,weather,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,wind_speed
2019-08-17,桐　生,1,6.70,6.70,6.82,6.71,6.75,6.78,.09,.06,.08,.15,.06,0.01,1,2,3,4,5,6.0,1,1,1,0,1,1,0,0,0,0,0,0,寺　本　　昇　平,太　田　　克　哉,有　田　　　　岳,伯　母　　芳　恒,小　川　　知　行,鈴　木　　唯　由,31.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,30.0,1,曇り,49.0,50.5,51.3,53.8,51.4,49.5,2
2019-08-17,平和島,1,6.99,6.97,6.96,6.88,6.92,6.9,.02,.08,.57,.06,.16,0.39,1,3,4,2,5,6.0,0,1,0,0,0,0,0,0,0,0,0,0,澤　崎　　雄　哉,渡　邉　　　　健,相　原　　利　章,伏　見　　　　卓,池　田　　雄　祐,田　嶋　　　　塁,31.0,0.0,-0.5,-0.5,0.0,-0.5,0.0,30.0,5,晴,51.0,55.2,51.9,51.2,50.5,51.2,4
2019-08-17,多摩川,1,6.76,6.78,6.85,6.81,6.73,6.73,.12,.17,.10,.02,.03,0.02,1,2,3,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,0,柳　田　　英　明,三　上　　泰　教,田野邊　　秀　樹,伊　藤　　誠　二,深　澤　　達　徳,久保原　　秀　人,34.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,31.5,2,晴,51.0,51.1,52.9,51.6,53.5,55.6,2
2019-08-17,蒲　郡,1,6.75,6.71,6.76,6.75,6.81,6.78,.15,.04,.03,.16,.04,0.11,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,安　藤　　裕　貴,加　藤　　　　翔,三　浦　　洋次朗,吉　川　　貴　仁,水　野　　暁　広,藤　原　　孝　斗,29.0,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,31.0,1,晴,52.7,50.5,51.0,51.0,54.4,53.8,2
2019-08-17,　津　,1,6.76,6.77,6.80,6.76,6.79,6.69,.07,.06,.02,.03,.02,0.12,1,2,5,3,6,4.0,0,0,0,1,1,0,0,0,0,0,0,0,星　野　　太　郎,寺　嶋　　　　雄,川　合　　理　司,鈴　木　　裕　隆,谷　口　　健　一,乃　村　　康　友,32.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,30.0,1,晴,52.3,50.5,59.8,58.7,53.0,51.4,2
2019-08-17,三　国,1,6.72,6.82,6.76,6.81,6.79,6.76,.09,.35,.18,.09,.16,0.08,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,武　田　　光　史,東　口　　　　晃,古　場　　健　也,下　出　　秀　明,廣　瀬　　篤　哉,塩　崎　　優　司,28.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,29.0,2,晴,53.0,51.2,52.6,58.5,55.0,51.0,3
2019-08-17,住之江,1,6.95,6.95,7.00,6.91,6.96,7.03,.18,.05,.02,.05,.09,0.15,1,2,5,6,3,4.0,0,0,1,1,1,0,0,0,0,0,0,0,大　山　　大　我,新　田　　智　彰,石　川　　哲　秀,岡　本　　　　猛,古　場　　輝　義,佐　野　　隆　仁,29.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,30.0,1,晴,50.0,53.8,55.0,50.5,51.0,51.6,0
2019-08-17,尼　崎,1,6.71,6.73,6.71,6.66,6.63,6.74,.19,.18,.14,.13,.18,0.1,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,長　田　　光　子,入　船　　幸　子,西　村　　美智子,清　埜　　翔　子,平　川　　香　織,加　藤　　奈　月,33.6,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,30.4,0,晴,50.6,43.5,48.2,48.4,47.0,54.7,4
2019-08-17,鳴　門,1,6.76,6.73,6.79,6.84,6.77,6.84,.18,.36,.22,.16,.04,0.34,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,新　田　　芳　美,西　岡　　育　未,西　　　　茂登子,西　坂　　香　松,喜多須　　杏　奈,道　上　　千　夏,30.0,0.0,-0.5,-0.5,-0.5,0.0,-0.5,27.0,2,晴,47.0,46.5,48.7,51.8,48.2,49.7,2
2019-08-17,丸　亀,1,6.81,6.77,6.91,6.95,6.85,6.84,.03,.03,.00,.12,.13,0.01,1,2,3,4,5,6.0,1,0,0,0,0,0,0,0,0,0,0,0,三　好　　勇　人,平　池　　仁　志,坂　口　　明　義,篠　原　　俊　夫,妻　鳥　　晋　也,佐々木　　大　河,29.0,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,25.0,1,晴,54.1,52.8,51.2,52.8,54.2,51.0,1
