,date,venue,raceNumber,exhibitionTime_1,exhibitionTime_2,exhibitionTime_3,exhibitionTime_4,exhibitionTime_5,exhibitionTime_6,exhibition_ST_1,exhibition_ST_2,exhibition_ST_3,exhibition_ST_4,exhibition_ST_5,exhibition_ST_6,exhibition_cource_1,exhibition_cource_2,exhibition_cource_3,exhibition_cource_4,exhibition_cource_5,exhibition_cource_6,exhibition_flying_flag_1,exhibition_flying_flag_2,exhibition_flying_flag_3,exhibition_flying_flag_4,exhibition_flying_flag_5,exhibition_flying_flag_6,exhibition_late_flag_1,exhibition_late_flag_2,exhibition_late_flag_3,exhibition_late_flag_4,exhibition_late_flag_5,exhibition_late_flag_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6
0,2019-01-22,戸　田,1,6.76,6.76,6.92,6.88,6.81,6.96,0.11,0.06,0.12,0.01,0.01,0.01,1,2,3,5,6,4.0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,岩　橋　　裕　馬,沢　田　　昭　宏,田野邊　　秀　樹,田　嶋　　　　塁,佐　竹　　太　一,山　口　　俊　英,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,52.1,52.9,52.4,51.0,51.4,51.0
1,2019-01-22,平和島,1,6.75,6.83,6.8,6.77,6.85,6.78,0.18,0.07,0.05,0.16,0.1,0.14,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,片　岡　　秀　樹,山　口　　哲　治,齋　藤　　竜　次,堀　本　　和　也,浅　見　　宗　孝,岸　本　　　　隆,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,54.3,50.0,51.7,52.2,56.6,55.4
2,2019-01-22,蒲　郡,1,6.67,6.69,6.63,6.72,6.73,6.73,0.06,0.06,0.02,0.09,0.11,0.09,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,河　村　　　　了,黒　井　　達　矢,魚　谷　　智　之,金　子　　拓　矢,重　成　　一　人,青　木　　玄　太,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.0,51.5,50.0,51.0,52.4,51.1
3,2019-01-22,　津　,1,6.68,6.67,6.72,6.72,6.69,6.68,0.02,0.04,0.04,0.04,0.04,0.07,1,2,3,4,5,6.0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,井　上　　恵　一,高　橋　　真　吾,塚　崎　　　　勝,武　田　　正　紀,原　田　　智　和,浦　上　　拓　也,-0.5,-0.5,0.0,0.0,0.0,0.0,51.9,54.4,53.5,53.4,51.0,51.5
4,2019-01-22,三　国,1,6.71,6.7,6.81,6.74,6.8,6.69,0.01,0.01,0.12,0.05,0.12,0.12,1,2,3,4,5,6.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,飯　島　　昌　弘,志　道　　吉　和,市　川　　美　宏,佐　藤　　　　悠,榮　田　　将　彦,中　野　　夢　斗,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.9,51.0,52.1,52.7,50.0,51.4
5,2019-01-22,尼　崎,1,6.57,6.64,6.66,6.64,6.54,6.6,0.05,0.03,0.01,0.19,0.01,0.0,1,2,3,4,5,6.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,松　尾　　　　充,堂　原　　洋　史,塚　田　　修　二,一　宮　　稔　弘,中　村　　魁　生,豊　田　　光　紀,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,50.0,51.0,56.7,51.0,51.0,56.2
6,2019-01-22,児　島,1,6.77,6.86,6.78,6.76,6.87,6.97,0.22,0.28,0.04,0.11,0.04,0.09,1,6,2,3,4,5.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,宮　崎　　　　奨,勝　浦　　真　帆,藤　田　　美　代,横　家　　翔　一,坪　内　　　　実,原　　　　義　昭,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,53.8,46.0,45.0,53.3,54.1,53.6
7,2019-01-22,宮　島,1,6.71,6.69,6.64,6.76,6.72,6.76,0.04,0.24,0.14,0.06,0.04,0.15,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,川　上　　清　人,飯　山　　晃　三,岩　井　　　　繁,村　田　　友　也,宮　嵜　　隆太郎,岸　本　　雄　貴,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,61.4,58.3,60.9,61.5,59.6,59.9
8,2019-01-22,徳　山,1,6.97,6.95,7.03,7.02,7.01,6.98,0.09,0.02,0.03,0.05,0.04,0.01,1,2,3,4,5,6.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,古　結　　　　宏,土　屋　　　　南,伊　藤　　玲　奈,大　崎　　　　翔,長　畑　　友　輔,加　倉　　侑　征,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,52.0,47.6,44.5,54.9,49.5,50.5
9,2019-01-22,下　関,1,6.81,6.75,6.73,6.84,6.77,6.79,0.03,0.04,0.06,0.13,0.04,0.12,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,佐々木　　英　樹,貫地谷　　直　人,河　相　　秀　行,池　田　　雷　太,福　本　　忠　治,占　部　　一　真,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,53.6,51.5,51.0,52.6,51.0,51.1
10,2019-01-22,唐　津,1,6.68,6.72,6.72,6.74,6.67,6.64,0.12,0.16,0.24,0.1,0.07,0.52,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,塩　田　　北　斗,深　水　　慎一郎,八　木　　治　樹,一　柳　　和　孝,廣　中　　良　一,眞　鳥　　康　太,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,51.5,52.1,52.5,52.4,51.0,54.0
11,2019-01-22,大　村,1,6.8,6.83,6.74,6.84,6.81,6.91,0.11,0.12,0.03,0.01,0.01,0.06,1,2,3,4,6,5.0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,吉　村　　和　也,岩　田　　優　一,岩　永　　節　也,加　藤　　知　弘,伊　藤　　尚　汰,塚　本　　太二郎,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.0,53.2,52.4,55.5,49.0,52.4
12,2019-01-22,戸　田,2,6.82,6.91,6.91,6.88,6.97,6.98,0.03,0.09,0.25,0.07,0.06,0.06,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,関　　　　　　道,山　来　　和　人,楠　原　　翔　太,前　田　　聖　文,高　山　　哲　也,松　尾　　光　広,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,55.6,53.0,53.5,52.3,54.4,52.8
13,2019-01-22,平和島,2,6.8,6.75,6.72,6.87,6.89,6.77,0.22,0.18,0.26,0.15,0.14,0.22,1,2,4,3,6,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,富　永　　　　茂,浅　野　　由　将,土　屋　　太　朗,高　濱　　芳　久,鈴　木　　孝　明,三　原　　　　司,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.0,53.4,52.8,51.2,57.1,51.0
14,2019-01-22,蒲　郡,2,6.64,6.7,6.73,6.71,6.74,6.76,0.35,0.12,0.04,0.03,0.01,0.05,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,仲　谷　　颯　仁,山　田　　哲　也,吉　田　　俊　彦,吉　田　　拡　郎,柳　沢　　　　一,市　川　　哲　也,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,50.5,51.0,52.1,51.9,51.0,51.0
15,2019-01-22,　津　,2,6.75,6.7,6.68,6.81,6.61,6.71,0.09,0.2,0.17,0.06,0.02,0.03,1,2,3,4,6,5.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,堤　　　　健　一,金　澤　　一　洋,齋　藤　　智　裕,黒　田　　誠　司,澤　　　　大　介,小　野　　信　樹,0.0,0.0,0.0,0.0,3.0,0.0,50.0,50.5,55.9,51.6,50.0,54.9
16,2019-01-22,三　国,2,6.71,6.74,6.67,6.76,6.79,6.72,0.09,0.07,0.09,0.1,0.02,0.13,1,2,4,5,3,6.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,杉　田　　篤　光,北　野　　輝　季,中　山　　　　将,山　口　　貢　輝,松　下　　直　也,松　井　　友　汰,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,52.1,52.0,52.1,54.1,52.5,54.0
17,2019-01-22,尼　崎,2,6.62,6.68,6.57,6.62,6.76,6.7,0.12,0.1,0.03,0.17,0.08,0.08,1,2,3,4,5,6.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,佐　竹　　恒　彦,赤　坂　　俊　輔,小　川　　時　光,別　府　　正　幸,鈴　谷　　一　平,金　田　　智　博,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.0,51.0,53.5,54.9,55.3,55.4
18,2019-01-22,児　島,2,6.85,6.78,6.75,6.83,6.88,6.89,0.04,0.08,0.16,0.27,0.16,0.2,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,安　東　　　　将,大　田　　直　弥,薮　内　　瑞　希,東　　　　健　介,竹　下　　大　樹,嶋　田　　貴　支,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.0,52.0,45.0,51.4,52.7,51.0
19,2019-01-22,宮　島,2,6.69,6.75,6.74,6.7,6.74,6.76,0.05,0.04,0.04,0.09,0.03,0.0,1,2,3,4,6,5.0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,吉　本　　玲　緒,武　田　　信　一,矢　橋　　成　介,樋　口　　喜　彦,重　冨　　勇　哉,井　川　　真　人,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,57.0,59.2,58.2,54.3,57.7,55.1
20,2019-01-22,徳　山,2,6.89,6.96,6.96,7.05,6.95,6.99,0.11,0.07,0.05,0.03,0.24,0.12,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,上　村　　純　一,清　水　　攻　二,星　野　　太　郎,倉　谷　　和　信,大　橋　　栄里佳,馬　場　　　　剛,-0.5,-0.5,0.0,-0.5,-0.5,0.0,51.3,51.0,52.1,51.7,48.3,50.5
21,2019-01-22,下　関,2,6.74,6.78,6.76,6.82,6.76,6.78,0.18,0.16,0.25,0.03,0.01,0.04,1,2,3,4,6,5.0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,加　木　　　　郁,村　越　　　　篤,木　場　　悠　介,杉　本　　洋　一,冨　田　　　　祥,鹿　島　　敏　弘,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.0,53.6,51.4,51.5,55.1,53.4
22,2019-01-22,唐　津,2,6.68,6.61,6.69,6.72,6.76,6.8,0.09,0.13,0.26,0.15,0.21,0.23,1,2,3,4,6,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,芦　澤　　　　望,山　下　　和　彦,中　村　　将　隆,町　田　　洸　希,瀬　川　　公　則,片　岡　　大　地,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,56.3,50.5,54.1,53.0,53.7,50.0
23,2019-01-22,大　村,2,6.84,6.83,6.96,6.82,6.81,6.82,0.17,0.2,0.07,0.32,0.21,0.12,1,2,3,6,4,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,川　崎　　公　靖,岡　部　　貴　司,鋤　柄　　貴　俊,小　林　　遼　太,角　山　　雄　哉,石　橋　　道　友,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.3,52.3,51.6,51.5,51.8,52.9
24,2019-01-22,戸　田,3,6.74,6.85,6.86,6.81,6.82,6.87,0.18,0.51,0.37,0.18,0.21,0.07,1,2,3,5,6,4.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,齋　藤　　　　勇,柏　野　　幸　二,柳　内　　敬　太,若　林　　義　人,石　田　　貴　洋,坪　口　　竜　也,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,52.3,50.0,51.5,56.3,51.3,52.1
25,2019-01-22,平和島,3,6.85,6.67,6.77,6.81,6.87,6.7,0.13,0.1,0.02,0.42,0.05,0.1,1,2,3,4,5,6.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,山　口　　　　亮,中　村　　亮　太,菊　池　　峰　晴,永　田　　啓　二,小　畑　　実　成,大　野　　芳　顕,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,51.0,52.9,51.3,53.2,51.0,52.6
26,2019-01-22,蒲　郡,3,6.69,6.71,6.7,6.67,6.69,6.7,0.17,0.07,0.03,0.19,0.03,0.01,1,2,6,3,4,5.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,荒　川　　健　太,山　崎　　智　也,中　嶋　　健一郎,村　岡　　賢　人,椎　名　　　　豊,赤　岩　　善　生,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,52.1,51.2,51.0,51.0,51.3,52.0
27,2019-01-22,　津　,3,6.68,6.68,6.71,6.7,6.66,6.64,0.16,0.2,0.05,0.06,0.1,0.02,1,3,4,5,6,2.0,1,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,宮　本　　裕　之,桑　原　　　　啓,西　田　　　　靖,宮　迫　　暢　彦,山　本　　浩　次,富　山　　弘　幸,-0.5,0.0,-0.5,-0.5,0.0,-0.5,51.0,52.9,51.0,51.0,51.7,54.7
28,2019-01-22,三　国,3,6.73,6.7,6.81,6.77,6.7,6.69,0.01,0.07,0.03,0.19,0.22,0.11,1,2,3,5,6,4.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,古　賀　　繁　輝,渡　邊　　哲　也,池　上　　裕　次,高　倉　　孝　太,三　苫　　晃　幸,中　嶋　　達　也,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,53.9,55.2,52.8,50.0,53.2,53.0
29,2019-01-22,尼　崎,3,6.65,6.71,6.61,6.77,6.81,6.68,0.02,0.14,0.29,0.07,0.07,0.18,1,2,3,4,5,6.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,石　塚　　裕　介,木　谷　　賢　太,内　山　　峻　輔,渡　邉　　英　児,塩　田　　雄　一,品　川　　二千翔,0.0,-0.5,-0.5,-0.5,-0.5,0.0,51.3,51.9,53.6,51.2,50.0,51.0
30,2019-01-22,児　島,3,6.85,6.8,6.86,6.87,6.84,6.9,0.03,0.28,0.14,0.02,0.06,0.02,1,2,3,4,5,6.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,神　田　　達　也,平　高　　奈　菜,芹　澤　　克　彦,尾　崎　　雄　二,野　田　　貴　博,今　井　　美　亜,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.1,46.0,51.0,53.3,53.2,46.0
31,2019-01-22,宮　島,3,6.74,6.59,6.71,6.72,6.73,6.72,0.11,0.14,0.06,0.02,0.01,0.03,1,2,3,4,5,6.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,西　川　　真　人,廣　瀬　　将　亨,藤　田　　竜　弘,田　添　　康　介,泉　　　　啓　文,沖　島　　広　和,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,55.6,56.2,56.9,55.5,59.4,55.7
32,2019-01-22,徳　山,3,6.94,6.89,6.94,6.96,6.97,6.98,0.39,0.11,0.18,0.08,0.02,0.23,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,後　藤　　正　宗,大　川　　茂　実,向井田　　真　紀,長谷川　　　　充,鈴　木　　　　博,松　本　　庸　平,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,53.1,50.5,49.1,52.1,51.6,51.0
33,2019-01-22,下　関,3,6.79,6.78,6.81,6.81,6.86,6.75,0.14,0.32,0.03,0.07,0.4,0.17,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,田　中　　京　介,深　澤　　　　勉,中　村　　晃　朋,飯　島　　　　誠,荒　牧　　凪　沙,浅　見　　昌　克,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,53.8,51.4,52.2,52.6,53.3,51.0
34,2019-01-22,唐　津,3,6.67,6.68,6.71,6.75,6.81,6.63,0.04,0.04,0.04,0.13,0.23,0.07,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,栗　山　　繁　洋,鈴　木　　峻　佑,上　平　　真　二,篠　崎　　元　志,安　部　　慎　一,宮　本　　夏　樹,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.0,52.3,52.4,51.1,51.5,52.0
35,2019-01-22,大　村,3,6.87,6.86,6.84,6.86,6.78,6.82,0.03,0.01,0.13,0.01,0.11,0.12,1,2,5,3,4,6.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,田　中　　　　堅,金　子　　良　昭,東　　　　潤　樹,後　藤　　盛　也,江　口　　晃　生,室　田　　泰　史,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,51.3,52.5,51.4,51.6,52.6,54.2
