,date,venue,raceNumber,exhibitionTime_1,exhibitionTime_2,exhibitionTime_3,exhibitionTime_4,exhibitionTime_5,exhibitionTime_6,exhibition_ST_1,exhibition_ST_2,exhibition_ST_3,exhibition_ST_4,exhibition_ST_5,exhibition_ST_6,exhibition_cource_1,exhibition_cource_2,exhibition_cource_3,exhibition_cource_4,exhibition_cource_5,exhibition_cource_6,exhibition_flying_flag_1,exhibition_flying_flag_2,exhibition_flying_flag_3,exhibition_flying_flag_4,exhibition_flying_flag_5,exhibition_flying_flag_6,exhibition_late_flag_1,exhibition_late_flag_2,exhibition_late_flag_3,exhibition_late_flag_4,exhibition_late_flag_5,exhibition_late_flag_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6
0,2019-02-09,桐　生,1,6.73,6.83,6.71,6.65,6.73,6.75,0.19,0.01,0.01,0.09,0.03,0.01,1,2,3,4,5,6.0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,西　舘　　　　健,中　村　　守　成,片　岡　　大　地,松　本　　庸　平,吉　田　　　　稔,深　澤　　　　勉,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,53.5,51.5,49.5,51.0,51.9,52.4
1,2019-02-09,戸　田,1,6.68,6.85,6.85,6.75,6.71,6.73,0.02,0.01,0.01,0.19,0.3,0.31,1,2,3,4,6,5.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,堂　原　　洋　史,浅　野　　由　将,竹　田　　広　樹,久　田　　　　武,大　塚　　雅　治,宇留田　　翔　平,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,50.5,54.1,53.1,51.3,51.1,54.6
2,2019-02-09,浜名湖,1,6.72,6.71,6.69,6.7,6.69,6.75,0.04,0.1,0.07,0.18,0.05,0.06,1,2,3,4,5,6.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,鈴　木　　智　啓,佐　藤　　　　旭,浦　田　　晃　嗣,佐　竹　　太　一,渡　邉　　昌　成,梶　原　　　　正,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,56.1,52.4,55.1,52.4,51.5,54.9
3,2019-02-09,蒲　郡,1,6.7,6.73,6.72,6.71,6.76,6.79,0.11,0.02,0.01,0.01,0.12,0.12,1,2,3,4,5,6.0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,中　西　　宏　文,中　林　　秀　人,行　谷　　吉　範,西　山　　祐　希,河　相　　秀　行,嶋　田　　貴　支,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.0,58.2,52.2,50.0,51.0,51.3
4,2019-02-09,常　滑,1,6.85,6.8,6.84,6.83,6.79,6.73,0.18,0.07,0.1,0.08,0.04,0.16,1,2,3,6,4,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,小　巻　　良　至,川　島　　拓　郎,内　野　　省　一,加　倉　　侑　征,山　下　　夏　鈴,横　家　　翔　一,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,52.7,51.1,53.1,50.5,45.0,54.5
5,2019-02-09,丸　亀,1,6.76,6.74,6.71,6.78,6.83,6.76,0.09,0.14,0.12,0.11,0.09,0.02,1,2,3,4,6,5.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,表　　　　憲　一,鈴　谷　　一　平,片　山　　雅　雄,小　野　　信　樹,上　野　　秀　和,木　谷　　賢　太,0.0,-0.5,0.0,-0.5,-0.5,-0.5,53.1,55.1,51.0,55.4,54.4,52.4
6,2019-02-09,児　島,1,6.69,6.76,6.78,6.77,6.82,6.77,0.13,0.19,0.21,0.17,0.11,0.11,1,2,3,4,6,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,小　野　　勇　作,古　澤　　信　二,齋　藤　　　　勇,高　山　　哲　也,牟　田　　奨　太,谷　口　　健　一,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,50.5,53.4,52.4,54.2,53.1,53.8
7,2019-02-09,徳　山,1,6.9,6.98,7.01,7.04,6.98,7.01,0.07,0.15,0.02,0.06,0.08,0.03,1,2,3,4,5,6.0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,藤　丸　　光　一,今　泉　　和　則,本　岡　　勝　利,諏　訪　　忠　宏,和　合　　俊　介,村　上　　祐　次,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,49.5,52.1,56.0,54.4,57.2,54.1
8,2019-02-09,下　関,1,6.77,6.74,6.82,6.86,6.77,6.78,0.07,0.07,0.07,0.04,0.11,0.11,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,谷　川　　祐　一,渡　邊　　哲　也,河　上　　年　昭,藤　川　　利　文,大　橋　　栄里佳,蒲　原　　健　太,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.0,54.2,53.8,53.9,47.9,52.2
9,2019-02-09,芦　屋,1,6.8,6.74,6.79,6.77,6.79,6.8,0.01,0.02,0.05,0.26,0.18,0.08,1,2,3,4,5,6.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,松　尾　　昂　明,松　田　　大志郎,石　橋　　道　友,渡　邊　　伸太郎,竹　井　　奈　美,関　　　　裕　也,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,50.5,51.0,51.8,51.4,46.5,51.0
