date,venue,raceNumber,exhibitionTime_1,exhibitionTime_2,exhibitionTime_3,exhibitionTime_4,exhibitionTime_5,exhibitionTime_6,exhibition_ST_1,exhibition_ST_2,exhibition_ST_3,exhibition_ST_4,exhibition_ST_5,exhibition_ST_6,exhibition_cource_1,exhibition_cource_2,exhibition_cource_3,exhibition_cource_4,exhibition_cource_5,exhibition_cource_6,flying_1,flying_2,flying_3,flying_4,flying_5,flying_6,late_1,late_2,late_3,late_4,late_5,late_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,temperature,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,water_temperature,wave_height,weather,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,wind_speed
2019-08-06,桐　生,1,6.90,6.90,6.79,6.90,6.90,6.79,.06,.04,.12,.03,.06,0.01,1,2,3,4,5,6.0,0,0,0,1,1,1,0,0,0,0,0,0,深　澤　　達　徳,向　　　　達　哉,大　田　　直　弥,中　村　　裕　将,吉　原　　聖　人,村　田　　浩　司,31.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,31.0,1,晴,53.1,51.4,51.9,51.2,51.0,53.8,1
2019-08-06,戸　田,1,6.68,6.69,6.78,6.77,6.68,6.74,.03,.05,.12,.13,.05,0.17,1,2,3,4,5,6.0,1,1,0,0,1,0,0,0,0,0,0,0,薮　内　　瑞　希,加　藤　　　　綾,出　口　　舞有子,篠　木　　亜衣花,森　下　　愛　梨,高　憧　　四　季,34.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,36.0,2,晴,44.5,47.3,46.5,47.0,50.8,46.0,4
2019-08-06,多摩川,1,6.75,6.77,6.85,6.82,6.90,6.84,.15,.26,.19,.16,.29,0.24,1,2,3,4,6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,菊　池　　峰　晴,米　田　　隆　弘,上　條　　信　一,杢　野　　誓　良,大　塚　　雅　治,有　田　　　　岳,32.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,33.0,2,晴,50.5,53.8,53.2,51.0,51.7,51.0,3
2019-08-06,浜名湖,1,6.71,6.71,6.70,6.75,6.75,6.76,.21,.12,.16,.20,.25,0.22,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,金　子　　建　二,出　村　　卓　也,田　中　　伸　二,川　合　　理　司,坂　野　　泰　章,川　俣　　昌　史,29.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,30.0,2,晴,56.2,51.0,51.6,60.2,51.0,51.4,4
2019-08-06,びわこ,1,6.80,6.76,6.83,6.80,6.71,6.75,.04,.30,.11,.07,.13,0.04,1,2,3,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,0,上　野　　真之介,大　上　　卓　人,豊　田　　健士郎,森　野　　正　弘,渡　邉　　雄　朗,下　出　　卓　矢,31.0,0.0,0.0,-0.5,-0.5,0.5,1.0,31.0,4,晴,51.2,50.5,51.4,52.1,51.2,52.7,3
2019-08-06,丸　亀,1,6.98,6.89,6.89,6.94,6.96,7.0,.07,.21,.19,.02,.01,0.09,1,2,3,5,6,4.0,0,0,0,0,1,1,0,0,0,0,0,0,岡　村　　慶　太,小　松　　卓　司,香　川　　友　尚,坂　本　　雅　佳,竹　田　　広　樹,川　上　　清　人,27.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,24.0,2,雨,52.2,49.0,51.0,57.5,52.8,60.5,2
2019-08-06,宮　島,1,6.91,6.84,6.86,6.87,6.87,6.88,.14,.08,.33,.19,.25,0.29,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,中　尾　　　　誠,柴　田　　直　哉,新　田　　有　理,池　田　　真　治,中　　　　亮　太,倉　田　　郁　美,27.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,28.0,2,曇り,50.5,50.0,45.0,54.1,54.0,48.1,2
2019-08-06,徳　山,1,7.11,7.11,7.15,7.14,7.14,7.19,.06,.02,.04,.03,.17,0.12,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,石　丸　　海　渡,松　山　　　　靖,吉　武　　真　也,山　下　　昂　大,船　越　　健　吾,澤　崎　　雄　哉,26.0,-0.5,0.0,0.0,-0.5,-0.5,-0.5,28.0,8,曇り,55.3,56.0,51.4,52.9,51.0,51.0,8
2019-08-06,大　村,1,6.91,6.85,6.80,6.81,6.75,6.86,.11,.15,.12,.17,.04,0.0,1,2,3,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,0,高　山　　秀　雄,岩　永　　節　也,尾　崎　　雄　二,吉　永　　泰　弘,太　田　　克　哉,篠　原　　飛　翔,26.0,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,30.0,1,晴,51.8,51.0,53.3,54.4,50.5,52.0,1
2019-08-06,桐　生,2,6.82,6.73,6.88,6.88,6.88,6.88,.01,.03,.01,.09,.07,0.03,1,2,3,4,5,6.0,1,1,0,0,0,0,0,0,0,0,0,0,小　坂　　宗　司,大須賀　　　　友,植　田　　太　一,佐　藤　　　　旭,汐　崎　　正　則,小　川　　晃　司,33.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,32.0,1,曇り,51.0,53.3,59.4,52.1,54.0,50.0,2
2019-08-06,戸　田,2,6.81,6.68,6.76,6.76,6.70,6.82,.24,.11,.11,.19,.14,0.26,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,吉　村　　茂　樹,飯　島　　　　誠,吉　田　　　　稔,山　口　　高　志,香　月　　大　介,佐　野　　隆　仁,35.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,34.0,1,晴,61.3,52.2,52.5,51.0,51.1,52.0,3
2019-08-06,多摩川,2,6.76,6.77,6.80,6.79,6.74,6.88,.07,.04,.05,.02,.02,0.02,1,2,3,4,5,6.0,0,0,1,0,1,1,0,0,0,0,0,0,井　手　　良　太,一　柳　　和　孝,平　瀬　　城　啓,吉　田　　一　郎,海　野　　康志郎,加　藤　　知　弘,34.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,32.5,2,晴,50.5,52.3,52.4,50.5,59.9,55.5,2
2019-08-06,浜名湖,2,6.71,6.67,6.73,6.66,6.68,6.69,.16,.01,.09,.30,.22,0.32,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,藤　井　　　　理,柴　田　　　　光,亀　山　　雅　幸,鈴　木　　雅　希,浮　田　　圭　浩,井　上　　　　茂,29.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,29.0,2,晴,59.7,52.2,51.0,54.1,51.0,52.1,4
2019-08-06,びわこ,2,6.84,6.89,6.93,6.82,6.84,6.84,.06,.13,.09,.11,.27,0.11,1,2,3,4,5,6.0,0,0,1,0,0,0,0,0,0,0,0,0,平　石　　和　男,星　野　　太　郎,篠　崎　　元　志,渡　邉　　英　児,古　賀　　繁　輝,中　越　　博　紀,31.0,-0.5,0.0,-0.5,-0.5,0.0,0.0,30.0,4,晴,50.5,51.7,51.0,51.2,53.5,51.0,3
2019-08-06,丸　亀,2,6.79,6.94,6.95,6.89,6.98,6.91,.06,.02,.06,.14,.15,0.15,1,2,3,4,5,6.0,1,1,0,0,0,0,0,0,0,0,0,0,岩　井　　　　繁,豊　田　　泰　洋,中　西　　宏　文,前　川　　竜　次,中　村　　日　向,樋　口　　範　政,28.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,24.0,5,雨,58.7,55.2,50.5,51.4,53.8,55.0,5
2019-08-06,宮　島,2,6.92,6.87,6.82,6.85,6.83,6.86,.07,.14,.20,.23,.10,0.09,1,2,3,6,4,5.0,0,0,0,0,0,0,0,0,0,0,0,0,安　東　　　　将,加　藤　　雅　之,冨　好　　祐　真,寺　島　　美　里,西　岡　　成　美,宮　田　　政　勝,25.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,28.0,2,曇り,51.0,51.1,53.4,46.5,46.0,53.0,2
