date,venue,raceNumber,exhibitionTime_1,exhibitionTime_2,exhibitionTime_3,exhibitionTime_4,exhibitionTime_5,exhibitionTime_6,exhibition_ST_1,exhibition_ST_2,exhibition_ST_3,exhibition_ST_4,exhibition_ST_5,exhibition_ST_6,exhibition_cource_1,exhibition_cource_2,exhibition_cource_3,exhibition_cource_4,exhibition_cource_5,exhibition_cource_6,flying_1,flying_2,flying_3,flying_4,flying_5,flying_6,late_1,late_2,late_3,late_4,late_5,late_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,temperature,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,water_temperature,wave_height,weather,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,wind_speed
2019-06-24,平和島,1,6.84,6.86,6.85,6.88,6.95,6.89,.37,.20,.02,.04,.11,0.19,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,長　田　　光　子,末　武　　里奈子,宇　野　　弥　生,伊　倉　　　　光,田　村　　美　和,赤　井　　星璃菜,20.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,24.0,3,曇り,50.3,47.6,46.5,51.0,52.8,52.2,2
2019-06-24,浜名湖,1,6.73,6.77,6.76,6.74,6.83,6.8,.06,.05,.21,.15,.18,0.22,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,河　上　　哲　也,一　柳　　和　孝,深　澤　　達　徳,新　田　　智　彰,近　藤　　雄一郎,吉　村　　茂　樹,25.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,24.0,3,晴,52.1,52.5,53.3,52.9,55.9,63.1,6
2019-06-24,蒲　郡,1,6.73,6.65,6.73,6.68,6.66,6.66,.34,.16,.15,.07,.13,0.03,1,2,3,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,0,有　田　　　　岳,坪　内　　　　実,森　　　　弘　行,内　野　　省　一,白　石　　浩　二,香　月　　大　介,24.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,26.0,2,晴,51.0,53.0,51.0,53.1,51.1,51.0,4
2019-06-24,常　滑,1,6.74,6.78,6.72,6.70,6.72,6.68,.21,.07,.12,.03,.04,0.01,1,2,3,4,5,6.0,0,1,0,1,0,0,0,0,0,0,0,0,後　藤　　孝　義,沼　田　　克　彦,上　田　　健　太,井　内　　将太郎,金　子　　建　二,野　口　　勝　弘,25.0,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,26.0,2,晴,51.0,51.1,51.0,52.2,55.4,52.9,3
2019-06-24,住之江,1,6.62,6.82,6.83,6.78,6.79,6.86,.15,.03,.26,.07,.04,0.09,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,早　川　　尚　人,川　崎　　公　靖,熊　本　　英　一,中　野　　和　裕,木　場　　雄二郎,鈴　木　　慶　太,23.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,26.0,1,晴,51.9,51.0,57.5,51.5,55.9,51.0,2
2019-06-24,尼　崎,1,6.73,6.77,6.69,6.62,6.69,6.69,.03,.11,.06,.04,.02,0.08,1,2,3,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,0,大　崎　　　　翔,野　村　　　　誠,萬　　　　正　嗣,中　澤　　和　志,桑　島　　和　宏,小　林　　孝　弘,27.2,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,26.3,0,晴,52.8,50.5,51.8,51.0,53.5,51.5,3
2019-06-24,児　島,1,6.84,6.79,6.75,6.74,6.82,6.79,.07,.11,.06,.05,.01,0.07,1,2,3,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,0,高　濱　　芳　久,鈴　木　　裕　隆,山　来　　和　人,武　田　　信　一,富　永　　　　茂,小　寺　　拳　人,25.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,22.0,3,晴,52.0,57.8,52.7,58.8,51.0,55.8,2
2019-06-24,宮　島,1,6.70,6.67,6.83,6.75,6.72,6.7,.07,.13,.11,.19,.21,0.1,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,芦　澤　　　　望,福　田　　慶　尚,金　子　　順　一,嶋　田　　貴　支,和　田　　敏　彦,檀　　　　将　太,26.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,23.0,3,晴,55.6,51.6,52.9,51.0,51.0,51.0,3
2019-06-24,下　関,1,6.77,6.78,6.73,6.76,6.74,6.73,.02,.18,.16,.08,.15,0.11,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,真　庭　　明　志,樋　口　　範　政,山　口　　裕　太,福　田　　　　理,木　村　　恒　一,田　村　　勇　一,20.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,24.0,3,晴,51.0,55.3,51.6,51.9,56.8,50.5,3
2019-06-24,芦　屋,1,6.71,6.76,6.78,6.85,6.76,6.8,.12,.01,.14,.14,.05,0.16,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,高　野　　哲　史,下　河　　誉　史,吉　田　　　　光,村　田　　友　也,丹　下　　　　健,石　倉　　洋　行,24.0,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,26.0,5,晴,51.0,54.4,50.0,62.8,51.9,52.8,5
