,date,venue,raceNumber,exhibitionTime_1,exhibitionTime_2,exhibitionTime_3,exhibitionTime_4,exhibitionTime_5,exhibitionTime_6,exhibition_ST_1,exhibition_ST_2,exhibition_ST_3,exhibition_ST_4,exhibition_ST_5,exhibition_ST_6,exhibition_cource_1,exhibition_cource_2,exhibition_cource_3,exhibition_cource_4,exhibition_cource_5,exhibition_cource_6,exhibition_flying_flag_1,exhibition_flying_flag_2,exhibition_flying_flag_3,exhibition_flying_flag_4,exhibition_flying_flag_5,exhibition_flying_flag_6,exhibition_late_flag_1,exhibition_late_flag_2,exhibition_late_flag_3,exhibition_late_flag_4,exhibition_late_flag_5,exhibition_late_flag_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,temperature,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,water_temperature,wave_height,weather,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,wind_speed
0,2019-11-24,桐　生,1,6.88,6.85,6.65,6.69,6.81,6.74,0.24,0.27,0.09,0.03,0.04,0.05,1,2,3,4,5,6.0,0,0,0,1,1,1,0,0,0,0,0,0,中　谷　　朋　子,大　瀧　　明日香,佐々木　　裕　美,渡　邉　　優　美,西　村　　美智子,落　合　　直　子,18.0,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,14.0,0,晴,46.0,46.0,47.0,46.5,47.9,47.0,0
1,2019-11-24,多摩川,1,6.83,6.7,6.76,6.77,6.86,6.79,0.05,0.08,0.01,0.13,0.18,0.13,1,2,3,4,5,6.0,1,1,1,0,0,0,0,0,0,0,0,0,永　嶋　　裕　一,原　田　　智　和,吉　田　　　　稔,樋　口　　　　亮,齋　藤　　智　裕,石　原　　　　光,19.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,15.5,2,曇り,55.6,50.0,51.7,51.0,56.7,49.5,1
2,2019-11-24,浜名湖,1,6.72,6.74,6.73,6.69,6.74,6.72,0.21,0.11,0.09,0.13,0.08,0.18,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,西　舘　　　　健,田　中　　辰　彦,金　子　　　　萌,川　野　　芽　唯,土　屋　　　　南,島　倉　　　　都,20.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,17.0,0,曇り,54.5,52.6,51.0,46.5,47.7,47.0,1
3,2019-11-24,常　滑,1,6.79,6.79,6.75,6.77,6.82,6.79,0.02,0.02,0.01,0.01,0.05,0.1,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,椎　名　　政　浩,品　田　　直　樹,石　川　　哲　秀,瀬　尾　　達　也,齋　藤　　達　希,吉　原　　聖　人,19.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,15.0,0,曇り,52.4,50.5,55.6,51.6,52.5,51.0,1
4,2019-11-24,　津　,1,6.79,6.77,6.82,6.79,6.74,6.85,0.02,0.1,0.23,0.16,0.1,0.22,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,岡　村　　　　仁,田　中　　　　堅,嶋　田　　貴　支,尾　形　　栄　治,村　岡　　　　賢,小　川　　晃　司,19.0,-0.5,-0.5,-0.5,-0.5,0.0,0.0,14.0,0,曇り,52.9,52.0,51.3,52.6,52.7,49.5,0
5,2019-11-24,三　国,1,6.71,6.66,6.72,6.75,6.69,6.73,0.12,0.11,0.14,0.09,0.07,0.22,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,後　藤　　翔　之,立　具　　敬　司,彦　坂　　真太郎,榮　田　　将　彦,吉　永　　泰　弘,中　山　　将　太,18.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,12.0,1,曇り,52.6,51.0,52.9,50.0,55.3,52.2,0
6,2019-11-24,びわこ,1,6.74,6.67,6.74,6.73,6.77,6.73,0.05,0.04,0.06,0.01,0.0,0.05,1,2,3,4,5,6.0,1,0,0,0,0,0,0,0,0,0,0,0,長　溝　　一　生,中　野　　和　裕,塚　崎　　　　勝,宇　土　　泰　就,松　下　　直　也,板　倉　　敦　史,17.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,14.0,1,曇り,53.9,52.1,55.2,53.9,51.6,53.3,0
7,2019-11-24,尼　崎,1,6.66,6.64,6.8,6.87,6.72,6.74,0.12,0.1,0.21,0.19,0.05,0.12,1,2,3,4,6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,深　澤　　　　勉,佐々木　　　　巌,間　嶋　　仁　志,三　宅　　爾　士,山　本　　稔太朗,高　柳　　成　聡,18.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,14.6,0,曇り,54.8,56.7,52.2,57.1,52.9,52.0,0
8,2019-11-24,丸　亀,1,6.79,6.78,6.8,6.83,6.79,6.76,0.12,0.01,0.18,0.22,0.26,0.31,1,2,3,4,5,6.0,0,1,0,0,0,0,0,0,0,0,0,0,小　山　　　　勉,戸　塚　　邦　好,津　留　　浩一郎,伏　見　　俊　介,石　原　　　　翼,上　原　　健次郎,15.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,17.0,1,曇り,50.5,51.7,54.2,53.9,51.0,51.3,1
9,2019-11-24,児　島,1,6.8,6.76,6.81,6.79,6.9,6.81,0.19,0.1,0.02,0.03,0.03,0.1,1,2,3,4,5,6.0,1,1,0,1,1,1,0,0,0,0,0,0,萬　　　　正　嗣,高　橋　　悠　花,前　川　　守　嗣,勝　浦　　真　帆,遠　藤　　晃　司,今　村　　賢二郎,15.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,18.0,1,曇り,54.9,47.0,59.0,46.0,53.0,59.1,1
10,2019-11-24,宮　島,1,6.78,6.79,6.74,6.69,6.72,6.74,0.08,0.03,0.08,0.17,0.11,0.05,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,葛　原　　大　陽,片　岡　　秀　樹,磯　村　　　　匠,和　田　　拓　也,山　下　　流　心,沢　田　　昭　宏,15.0,-0.5,-0.5,-0.5,0.0,-0.5,0.0,17.0,1,曇り,48.5,55.5,51.0,51.1,53.3,53.2,1
11,2019-11-24,芦　屋,1,6.76,6.79,6.84,6.72,6.72,6.75,0.13,0.09,0.08,0.07,0.18,0.26,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,渡　邊　　伸太郎,田　頭　　　　実,坪　内　　　　実,堂　原　　洋　史,谷　　　　勝　幸,平　岡　　重　典,18.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,14.0,2,晴,51.1,50.0,54.3,51.1,53.7,50.5,2
12,2019-11-24,福　岡,1,6.89,6.9,6.98,6.96,6.92,7.01,0.05,0.01,0.04,0.13,0.05,0.15,1,2,3,4,6,5.0,1,1,0,0,0,0,0,0,0,0,0,0,川　島　　圭　司,西　田　　　　靖,宇　野　　博　之,田　頭　　虎　親,表　　　　健　太,荒　田　　泰　明,20.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,17.0,2,晴,51.0,51.2,53.2,55.1,51.4,53.7,1
13,2019-11-24,唐　津,1,6.7,6.71,6.74,6.78,6.82,6.76,0.19,0.22,0.28,0.31,0.26,0.24,1,2,3,6,4,5.0,0,0,0,0,0,0,0,0,0,0,0,0,石　橋　　道　友,馬　野　　　　耀,村　上　　奈　穂,竹　田　　広　樹,河　上　　哲　也,楠　原　　正　剛,23.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,13.0,1,晴,52.4,53.3,47.6,52.7,51.7,52.2,1
14,2019-11-24,桐　生,2,6.75,6.71,6.67,6.69,6.77,6.77,0.21,0.11,0.12,0.08,0.15,0.15,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,稲　田　　浩　二,篠　崎　　元　志,太　田　　和　美,徳　増　　秀　樹,石　渡　　鉄　兵,重　成　　一　人,20.0,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,14.0,0,晴,51.0,51.0,53.3,51.0,52.0,53.0,0
15,2019-11-24,多摩川,2,6.78,6.77,6.78,6.84,6.81,6.74,0.06,0.03,0.04,0.03,0.08,0.02,1,2,3,4,6,5.0,1,0,1,0,0,0,0,0,0,0,0,0,岡　部　　　　哲,山　口　　高　志,松　田　　竜　馬,鈴　木　　茂　高,生　方　　靖　亜,今　泉　　　　徹,17.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,15.0,2,曇り,51.5,50.5,51.2,57.9,54.7,51.5,3
16,2019-11-24,浜名湖,2,6.72,6.82,6.81,6.75,6.76,6.74,0.15,0.03,0.08,0.03,0.05,0.09,1,2,3,4,6,5.0,0,1,0,1,1,1,0,0,0,0,0,0,池　田　　浩　美,市　川　　　　猛,大　西　　　　賢,眞　田　　英　二,藤　崎　　小百合,君　島　　秀　三,20.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,17.0,0,曇り,51.0,50.0,51.5,51.2,47.8,52.2,1
17,2019-11-24,常　滑,2,6.79,6.75,6.73,6.73,6.77,6.82,0.08,0.05,0.18,0.01,0.03,0.04,1,2,3,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,0,山　下　　昂　大,前　田　　聖　文,川　田　　正　人,鈴　木　　賢　一,小　川　　知　行,金　子　　良　昭,18.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,15.0,1,曇り,54.4,51.1,49.5,54.9,52.9,52.0,2
18,2019-11-24,　津　,2,6.72,6.73,6.78,6.69,6.74,6.7,0.13,0.08,0.06,0.26,0.21,0.2,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,野　中　　一　平,川　崎　　公　靖,淺　香　　文　武,間　野　　兼　礼,福　島　　勇　樹,藤　田　　靖　弘,18.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,14.0,0,晴,53.6,50.5,54.1,51.7,51.0,51.0,0
19,2019-11-24,三　国,2,6.7,6.74,6.76,6.7,6.8,6.72,0.06,0.04,0.03,0.03,0.07,0.12,1,2,3,4,6,5.0,1,1,0,0,1,0,0,0,0,0,0,0,黒　崎　　竜　也,福　田　　雅　一,岩　井　　　　繁,藤　井　　定　美,小　林　　孝　彰,岩　谷　　　　真,17.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,11.0,2,晴,49.5,55.0,60.0,51.6,51.2,51.0,3
20,2019-11-24,びわこ,2,6.76,6.71,6.82,6.76,6.73,6.81,0.01,0.15,0.01,0.13,0.09,0.16,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,久　田　　　　武,角　谷　　健　吾,石　川　　吉　鎬,山　崎　　聖　司,池　田　　真　治,中　島　　秀　治,16.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5,14.0,1,晴,52.3,50.0,56.8,51.4,53.8,52.3,1
21,2019-11-24,尼　崎,2,6.7,6.58,6.65,6.56,6.57,6.58,0.2,0.18,0.34,0.35,0.17,0.0,1,2,3,6,4,5.0,0,0,0,0,0,0,0,0,0,0,0,0,細　川　　明　人,菅　沼　　佳　昭,前　田　　義　哲,宮　村　　勇　哉,酒　井　　俊　弘,山　本　　隆　幸,19.0,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,14.4,0,晴,52.6,50.5,53.5,54.2,51.0,51.0,0
22,2019-11-24,丸　亀,2,6.8,6.84,6.88,6.84,6.84,6.81,0.1,0.02,0.04,0.09,0.07,0.02,1,2,3,4,5,6.0,0,0,1,0,1,1,0,0,0,0,0,0,小　澤　　　　学,川　上　　清　人,崎　　　　利　仁,杉　本　　洋　一,渡　　　　修　平,尾　崎　　雄　二,16.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,17.0,5,曇り,52.0,60.2,52.1,50.5,51.0,53.5,5
23,2019-11-24,児　島,2,6.7,6.75,6.74,6.73,6.81,6.85,0.04,0.04,0.11,0.14,0.1,0.01,1,2,3,4,5,6.0,0,1,1,1,1,1,0,0,0,0,0,0,井　川　　真　人,笠　　　　雅　雄,上　條　　信　一,小　川　　時　光,喜　井　　つかさ,黒　明　　花　夢,15.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,18.0,1,曇り,54.8,59.1,53.9,54.0,47.0,50.1,2
24,2019-11-24,宮　島,2,6.72,6.8,6.76,6.74,6.73,6.74,0.07,0.1,0.11,0.06,0.02,0.05,1,2,3,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,0,吉　田　　和　仁,山　崎　　善　庸,新　出　　浩　司,小　池　　修　平,渡　邊　　裕　貴,入　澤　　友　治,13.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,17.0,3,曇り,54.1,51.0,51.4,52.8,51.0,52.5,1
25,2019-11-24,芦　屋,2,6.72,6.76,6.75,6.74,6.79,6.77,0.07,0.03,0.01,0.01,0.05,0.03,1,2,3,4,5,6.0,0,1,0,0,0,1,0,0,0,0,0,0,浅　見　　昌　克,池　上　　裕　次,尾　崎　　鉄　也,大　場　　　　敏,金　子　　猛　志,田　上　　晋　六,14.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,14.0,2,曇り,51.0,51.8,56.6,51.0,55.4,51.1,2
26,2019-11-24,福　岡,2,6.95,6.9,6.91,6.92,6.93,6.92,0.03,0.05,0.15,0.11,0.08,0.08,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,三　宅　　健　太,加　藤　　高　史,坂　口　　貴　彦,出　村　　卓　也,中　　　　亮　太,村　上　　　　遼,17.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,17.0,3,雨,51.3,51.6,53.8,51.5,53.4,51.0,3
27,2019-11-24,唐　津,2,6.78,6.68,6.72,6.74,6.68,6.69,0.14,0.18,0.26,0.12,0.1,0.05,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,木　谷　　賢　太,川　上　　　　剛,小　野　　勇　作,佐　竹　　太　一,吉　田　　　　光,武　藤　　綾　子,15.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,13.0,2,雨,51.9,52.7,50.5,52.1,49.5,48.5,2
28,2019-11-24,桐　生,3,6.62,6.74,6.58,6.69,6.66,6.79,0.03,0.07,0.25,0.23,0.22,0.08,1,2,3,4,5,6.0,1,0,0,0,0,0,0,0,0,0,0,0,中　野　　次　郎,瓜　生　　正　義,今　垣　　光太郎,桑　原　　　　悠,茅　原　　悠　紀,松　田　　祐　季,20.0,0.0,-0.5,0.0,-0.5,-0.5,-0.5,14.0,1,曇り,51.0,50.0,51.0,51.0,53.4,51.0,2
29,2019-11-24,多摩川,3,6.82,6.84,6.8,6.88,6.8,6.78,0.01,0.01,0.15,0.22,0.07,0.08,1,2,3,4,5,6.0,0,1,0,0,0,0,0,0,0,0,0,0,金　森　　史　吉,中　里　　英　夫,吉　村　　正　明,諏　訪　　忠　宏,別　府　　昌　樹,廣　中　　良　一,18.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,15.5,2,曇り,53.3,51.3,50.0,54.1,51.5,51.0,2
30,2019-11-24,浜名湖,3,6.7,6.74,6.7,6.72,6.73,6.73,0.19,0.09,0.11,0.02,0.04,0.02,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,森　下　　愛　梨,小　川　　広　大,杉　田　　篤　光,加　藤　　　　綾,廣　瀬　　将　亨,鎌　倉　　　　涼,20.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,17.0,1,曇り,51.5,56.0,51.0,49.2,55.9,44.5,2
31,2019-11-24,常　滑,3,6.79,6.76,6.74,6.83,6.75,6.85,0.03,0.08,0.04,0.25,0.02,0.05,1,4,2,3,5,6.0,0,1,1,0,1,0,0,0,0,0,0,0,土　性　　雅　也,東　本　　勝　利,今　井　　貴　士,村　上　　　　純,山　田　　晃　大,金　子　　建　二,19.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,15.0,0,曇り,51.0,52.2,54.5,53.2,51.2,57.5,1
32,2019-11-24,　津　,3,6.72,6.73,6.68,6.75,6.74,6.73,0.23,0.06,0.04,0.02,0.07,0.01,1,2,3,4,5,6.0,0,1,1,0,0,0,0,0,0,0,0,0,後　藤　　正　宗,中　越　　博　紀,中　村　　魁　生,深　谷　　知　博,長谷川　　　　充,齋　藤　　和　政,19.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,13.0,0,晴,54.2,51.0,50.0,50.5,51.6,51.2,0
33,2019-11-24,三　国,3,6.77,6.78,6.83,6.76,6.75,6.76,0.06,0.19,0.31,0.09,0.28,0.15,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,堤　　　　　　昇,三　品　　隆　浩,横　川　　聖　志,本　部　　真　吾,堤　　　　啓　輔,伊　達　　正　利,18.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,11.0,2,晴,51.0,52.4,53.4,55.1,50.0,55.3,3
