,date,venue,raceNumber,exhibitionTime_1,exhibitionTime_2,exhibitionTime_3,exhibitionTime_4,exhibitionTime_5,exhibitionTime_6,exhibition_ST_1,exhibition_ST_2,exhibition_ST_3,exhibition_ST_4,exhibition_ST_5,exhibition_ST_6,exhibition_cource_1,exhibition_cource_2,exhibition_cource_3,exhibition_cource_4,exhibition_cource_5,exhibition_cource_6,exhibition_flying_flag_1,exhibition_flying_flag_2,exhibition_flying_flag_3,exhibition_flying_flag_4,exhibition_flying_flag_5,exhibition_flying_flag_6,exhibition_late_flag_1,exhibition_late_flag_2,exhibition_late_flag_3,exhibition_late_flag_4,exhibition_late_flag_5,exhibition_late_flag_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,temperature,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,water_temperature,wave_height,weather,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,wind_speed
0,2019-12-01,江戸川,1,6.71,6.59,6.63,6.64,6.66,6.71,0.01,0.16,0.05,0.02,0.01,0.01,1,2,3,4,5,6.0,0,0,1,1,0,0,0,0,0,0,0,0,大　石　　和　彦,田　村　　美　和,福　島　　陽　子,中　　　　亮　太,守　屋　　大　地,廣　瀬　　真　也,12.0,0.0,0.5,0.0,0.0,0.0,0.5,13.0,5,晴,53.0,53.0,48.1,53.5,51.7,49.5,1
1,2019-12-01,平和島,1,6.82,6.82,6.82,6.81,6.83,6.88,0.06,0.03,0.02,0.06,0.02,0.01,1,2,3,4,5,6.0,0,1,1,0,0,1,0,0,0,0,0,0,石　丸　　海　渡,島　村　　隆　幸,山　川　　美由紀,寺　田　　千　恵,永　井　　彪　也,今　村　　　　豊,11.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,17.0,3,晴,54.4,51.0,46.0,45.5,51.0,51.0,1
2,2019-12-01,浜名湖,1,6.75,6.68,6.72,6.72,6.77,6.68,0.06,0.02,0.22,0.37,0.18,0.24,1,2,3,4,6,5.0,1,1,0,0,0,0,0,0,0,0,0,0,若　林　　義　人,三　上　　泰　教,小　林　　文　彦,松　本　　真　吾,杉　山　　喜　一,切　田　　潤　二,16.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,15.0,2,晴,55.4,51.3,52.6,50.5,50.5,49.5,3
3,2019-12-01,　津　,1,6.65,6.69,6.73,6.68,6.68,6.76,0.07,0.07,0.02,0.12,0.01,0.02,1,2,3,4,5,6.0,0,1,0,0,0,0,0,0,0,0,0,0,河　村　　　　了,北　川　　敏　弘,杉　江　　浩　明,川　俣　　昌　史,木　村　　亮　太,宗　行　　治　哉,14.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,11.0,1,晴,51.0,52.3,49.5,53.1,52.2,51.0,1
4,2019-12-01,住之江,1,6.8,6.85,6.89,6.96,6.87,6.89,0.07,0.06,0.18,0.16,0.05,0.06,1,2,3,4,5,6.0,0,1,0,0,1,1,0,0,0,0,0,0,塚　田　　修　二,中　林　　秀　人,森　　　　弘　行,富　永　　修　一,佐　藤　　享　子,金　子　　七　海,12.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,12.0,1,晴,56.6,59.0,51.8,51.0,49.7,47.7,0
5,2019-12-01,尼　崎,1,6.77,6.67,6.76,6.72,6.72,6.68,0.13,0.27,0.07,0.05,0.03,0.04,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,土井内　　大　助,岩　橋　　裕　馬,長　岡　　茂　一,日　笠　　勝　弘,松　本　　弓　雄,金　田　　大　輔,17.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,12.0,0,晴,54.6,51.0,52.0,51.0,51.5,50.5,0
6,2019-12-01,鳴　門,1,6.67,6.77,6.83,6.82,6.86,6.78,0.23,0.14,0.16,0.11,0.13,0.25,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,市　橋　　卓　士,安　東　　　　将,武　田　　信　一,村　上　　橋　蔵,長　尾　　京志郎,長　野　　道　臣,17.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,16.0,4,晴,51.0,51.0,58.9,58.1,50.5,52.9,4
7,2019-12-01,丸　亀,1,6.83,6.84,6.87,6.95,6.91,6.86,0.01,0.03,0.05,0.16,0.02,0.06,1,2,3,4,5,6.0,0,0,1,0,0,0,0,0,0,0,0,0,有　賀　　達　也,赤　澤　　文　香,鈴　木　　裕　隆,富　永　　　　茂,半　田　　尚　也,南　部　　圭　史,14.0,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,16.0,1,曇り,51.6,45.5,57.4,51.0,53.6,50.5,1
8,2019-12-01,宮　島,1,6.69,6.73,6.69,6.72,6.73,6.72,0.01,0.09,0.04,0.06,0.07,0.28,1,2,3,4,6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,亀　山　　雅　幸,峰　重　　力　也,金　子　　　　萌,小　林　　一　樹,澤　田　　尚　也,木　村　　浩　士,14.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,15.0,1,曇り,51.0,52.7,51.0,55.6,51.4,53.5,1
9,2019-12-01,下　関,1,6.72,6.74,6.82,6.8,6.77,6.83,0.02,0.08,0.13,0.18,0.08,0.03,1,2,3,4,5,6.0,1,0,0,0,0,0,0,0,0,0,0,0,土　山　　卓　也,松　下　　知　幸,鋤　柄　　貴　俊,松　田　　竜　馬,岩　田　　優　一,齋　藤　　真　之,16.0,-0.5,0.0,0.0,-0.5,-0.5,-0.5,15.0,1,雨,52.7,50.5,51.7,51.4,50.5,52.3,1
